Date,0050.TW,GLD,QQQ,SPY
2005-12-07,1.0,1.0833861273380927,1.0978231143973411,1.063069047726686
2005-12-08,1.0,1.0956302025783875,1.0899551661758269,1.0623943820892199
2005-12-09,1.0,1.1061854065318217,1.0941518499028209,1.0651769224935
2005-12-12,1.0,1.1095630685757278,1.0980848878545892,1.0661888742471075
2005-12-13,1.0,1.0903526006016704,1.1025441641779465,1.073440198826009
2005-12-14,1.0,1.0629090058988895,1.0988719635244373,1.0776557615492706
2005-12-15,1.0,1.060586928674179,1.1007082393810024,1.0745361218392153
2005-12-16,1.0,1.0574203352762226,1.0931110751470032,1.0710778883404553
2005-12-19,1.0,1.0601647108524637,1.075759953388644,1.0655678231847356
2005-12-20,1.0,1.0352544230799738,1.0765485503168488,1.066585752870061
2005-12-21,1.0,1.0422208158137365,1.0812798978463312,1.0682804965120636
2005-12-22,1.0,1.0584758395656029,1.0883783233790378,1.0738750933584804
2005-12-23,1.0,1.0580536217438876,1.0883783233790378,1.0744684030814744
2005-12-27,1.0,1.0690310435190369,1.0789145751412108,1.0635333648918313
2005-12-28,1.0,1.086552720736049,1.0775998568612906,1.0659069774045389
2005-12-29,1.0,1.086552720736049,1.0705015483484577,1.061160219405039
2005-12-30,1.0,1.0888748784905748,1.0623516992514355,1.0553965591772274
2006-01-03,1.0,1.1213848454644924,1.0860124155745494,1.073959718454361
2006-01-04,1.0,1.125184725330114,1.0973167694042647,1.0790457240788474
2006-01-05,1.0,1.104918753066676,1.102048702033115,1.0797231918718062
2006-01-06,1.0,1.1340511385265024,1.122029494391062,1.088708957295524
2006-01-09,1.0,1.1526282395030796,1.126497664224813,1.0915061623135491
2006-01-10,1.0,1.1412286804360303,1.127286495192765,1.0926075962325579
2006-01-11,1.0,1.151150517391984,1.13596141246264,1.09608310969019
2006-01-12,1.0,1.1490395088132233,1.1304417020447,1.0917601310063736
2006-01-13,1.0,1.1703609853660415,1.1299151126134903,1.0907431353728791
2006-01-17,1.0,1.16656110550042,1.1225546795837884,1.0877763065423605
2006-01-18,1.0,1.1414397490819803,1.109672897857916,1.083453141048178
2006-01-19,1.0,1.1735275787639978,1.1178223958953173,1.0876067761350505
2006-01-20,1.0,1.1652945325650896,1.0844347536386452,1.0677719986953165
2006-01-23,1.0,1.1773274586296194,1.08469804835425,1.0715863861572024
2006-01-24,1.0,1.176483022986189,1.0894299809831003,1.0726882871021266
2006-01-25,1.0,1.1851382870068123,1.08469804835425,1.0736203774241915
2006-01-26,1.0,1.1796496163841452,1.0923218931194303,1.0795544087059608
2006-01-27,1.0,1.174372014407428,1.1070441634173174,1.0895558620906098
2006-01-30,1.0,1.1965379266036769,1.109147010545948,1.088708957295524
2006-01-31,1.0,1.196960144425392,1.10415201724124,1.0807406545312161
2006-02-01,1.0,1.196960144425392,1.1080960550611272,1.0882851779798401
2006-02-02,1.0,1.2028710328697743,1.0891671543469899,1.0756550225274621
2006-02-03,1.0,1.1927380467380553,1.075759953388644,1.070314861399785
2006-02-06,1.0,1.1973823622471071,1.0728671050933252,1.0731120664178104
2006-02-07,1.0,1.1526282395030796,1.0681357575638428,1.0636187372291763
2006-02-08,1.0,1.1574837041878967,1.0804911838982527,1.0732815034199374
2006-02-09,1.0,1.1859827226502426,1.0702384876725999,1.0715016676561389
2006-02-10,1.0,1.1566392685444662,1.0768106748337176,1.0734513140427968
2006-02-13,1.0,1.1340511385265024,1.0644551314794344,1.0715016676561389
2006-02-14,1.0,1.1503061622783688,1.0752335979971814,1.0828600181355503
2006-02-15,1.0,1.1348954936401177,1.082069079873904,1.086674125381887
2006-02-16,1.0,1.150939448746034,1.0920588324435727,1.0948117717431387
2006-02-17,1.0,1.1602279992343225,1.0833833300743299,1.0918449429126202
2006-02-21,1.0,1.1636056612782288,1.0712904963362833,1.0891326432060247
2006-02-22,1.0,1.1682499767872807,1.08469804835425,1.095744235685936
2006-02-23,1.0,1.1534726751465099,1.08180613621792,1.0941337435190814
2006-02-24,1.0,1.174583083053378,1.08469804835425,1.0969306683215574
2006-02-27,1.0,1.165716750386805,1.0967912331519174,1.0973546344476073
2006-02-28,1.0,1.1836605648957168,1.0804911838982527,1.0869281874798946
2006-03-01,1.0,1.1842938513633818,1.0952140392955076,1.096591420696571
2006-03-02,1.0,1.1978045800688224,1.0960028702634597,1.0965070758162399
2006-03-03,1.0,1.1880937312290034,1.089693041658958,1.0914211635969364
2006-03-06,1.0,1.1659278190327549,1.080228708321763,1.0864198764735136
2006-03-07,1.0,1.1600169305883725,1.0739194648166293,1.0847249460211448
2006-03-08,1.0,1.1393287405032195,1.074444884049103,1.0870134664120565
2006-03-09,1.0,1.145028560301652,1.0652436113877657,1.0797231918718062
2006-03-10,1.0,1.1363732962810285,1.066295620051449,1.0899803886477581
2006-03-13,1.0,1.1465062824127474,1.0694500077642686,1.0920145667251133
2006-03-14,1.0,1.1583280593015117,1.087589726450833,1.103457355490039
2006-03-15,1.0,1.1636056612782288,1.0967912331519174,1.1083737373020324
2006-03-16,1.0,1.1682499767872807,1.087589726450833,1.1106624445033104
2006-03-17,1.0,1.1636056612782288,1.09045718143358,1.1115898645662208
2006-03-20,1.0,1.1646611655676091,1.0930874371325356,1.1098027431981412
2006-03-21,1.0,1.1574837041878967,1.0815124163351786,1.102824815590147
2006-03-22,1.0,1.155794832901036,1.084143374153376,1.109547840453486
2006-03-23,1.0,1.1547393286116556,1.0809865290232106,1.107250166354631
2006-03-24,1.0,1.1760608051644736,1.0865112712957155,1.1081005271414912
2006-03-27,1.0,1.1904158889835292,1.0867742149516995,1.106483963637736
2006-03-28,1.0,1.1834494962497668,1.0823023004819932,1.0996761268681503
2006-03-29,1.0,1.204770972802585,1.1028217353181309,1.106569335975081
2006-03-30,1.0,1.2370698711305523,1.106241875163901,1.1046119369582266
2006-03-31,1.0,1.2265146671771183,1.1030853810933565,1.1048672133236142
2006-04-03,1.0,1.2343255760841265,1.1044008014925182,1.1040160118901061
2006-04-04,1.0,1.2313701318619354,1.1104513140571177,1.1110790316198962
2006-04-05,1.0,1.238336524595698,1.120974677250412,1.1149091111525415
2006-04-06,1.0,1.2514249549496081,1.1241314053607039,1.113717447826667
2006-04-07,1.0,1.2368588024846026,1.1133452155312988,1.1023989813604353
2006-04-10,1.0,1.2581802790374206,1.1117666174364058,1.1041013842274514
2006-04-11,1.0,1.2457251351511758,1.1028217353181309,1.0947399431573417
2006-04-12,1.0,1.2545915483475645,1.1030853810933565,1.0967830881322738
2006-04-13,1.0,1.25606927045866,1.1075576466226835,1.0953360550358284
2006-04-17,1.0,1.289634822251773,1.0959819237060848,1.094910501021666
2006-04-18,1.0,1.3056786968278742,1.1170282990330531,1.1122711619716863
2006-04-19,1.0,1.3457885040628499,1.12202715399359,1.114398278206217
2006-04-20,1.0,1.286890446675532,1.1180806587563572,1.115930310019275
2006-04-21,1.0,1.3341777958200356,1.10492680582436,1.1161003074525007
2006-04-24,1.0,1.3014566796703528,1.103874680140803,1.114058376744949
2006-04-25,1.0,1.325311382623647,1.1015064319388426,1.1094627483316901
2006-04-26,1.0,1.3436774954840893,1.1012436053027321,1.1097179312918946
2006-04-27,1.0,1.3291112624892685,1.1117666174364058,1.1150792019909501
2006-04-28,1.0,1.3740763733494308,1.100980427607001,1.1188240025914333
2006-05-01,1.0,1.3755542565201568,1.090194822876964,1.1097179312918946
2006-05-02,1.0,1.4048977106259333,1.0930874371325356,1.1180582669004535
2006-05-03,1.0,1.4029976901633072,1.0915090730773898,1.1138875386650755
2006-05-04,1.0,1.424530396421706,1.1004538381757913,1.1178877090361294
2006-05-05,1.0,1.4352965884912747,1.1091358936579558,1.127759516026648
2006-05-08,1.0,1.4262191066489363,1.1101887214607544,1.1263977618623648
2006-05-09,1.0,1.4709732293929638,1.1059784634284224,1.1286099702186914
2006-05-10,1.0,1.4857504505039194,1.0962451014018162,1.1280146055816695
2006-05-11,1.0,1.4994722478553097,1.0717784692092043,1.114398278206217
2006-05-12,1.0,1.5013722683179358,1.0573091958780452,1.099846217706559
2006-05-15,1.0,1.4230526743106104,1.056520364910093,1.102058986493984
2006-05-16,1.0,1.448385099375,1.0486280765548694,1.1004420493694964
2006-05-17,1.0,1.4386743310649963,1.0344223319790624,1.0795071456833167
2006-05-18,1.0,1.4241080980701755,1.0273187575719172,1.074060409241733
2006-05-19,1.0,1.3844205891867303,1.0352102267880257,1.0816343553230305
2006-05-22,1.0,1.378509700742348,1.0252140381253088,1.0733798590777321
2006-05-23,1.0,1.4013088188764464,1.0152174984029714,1.0652104549542296
2006-05-24,1.0,1.3523326789748973,1.0220567249156491,1.0737201341597327
2006-05-25,1.0,1.3658433271505226,1.035474223622872,1.0869960930480016
2006-05-26,1.0,1.374287522525196,1.0388942464487687,1.0925273611802828
2006-05-30,1.0,1.3744986717009613,1.0165330358220066,1.0731244893071614
2006-05-31,1.0,1.3559215707243841,1.0212682450073178,1.08512369274776
2006-06-01,1.0,1.3206671476444103,1.0454714654644512,1.0955062392794201
2006-06-02,1.0,1.340510902086133,1.0428402736065068,1.0978042869990072
2006-06-05,1.0,1.3360777357528462,1.0202157682641402,1.0818046329718054
2006-06-06,1.0,1.320455998468645,1.0194264692166934,1.0791668706013164
2006-06-07,1.0,1.3147561786702127,1.0117970074975804,1.071081717952962
2006-06-08,1.0,1.2858349423861515,1.0102189945020552,1.0701462650443059
2006-06-09,1.0,1.276124174076148,1.0036418925062462,1.0667420197413722
2006-06-12,1.0,1.2672577608797593,0.9839107035386927,1.055168276909753
2006-06-13,1.0,1.1804939714977603,0.9799647934008281,1.0429134234830344
2006-06-14,1.0,1.1741608652316629,0.9899615671629128,1.0509981091054734
2006-06-15,1.0,1.210048574779302,1.0167951603388754,1.073294486740387
2006-06-16,1.0,1.217648334510545,1.0093193457138019,1.0654734839498137
2006-06-19,1.0,1.1897826025158642,1.0011581456890406,1.0570967203198491
2006-06-20,1.0,1.2096263569575867,1.002474502247191,1.0606866551267677
2006-06-21,1.0,1.2313701318619354,1.01826984478601,1.068550717706746
2006-06-22,1.0,1.2187038387999254,1.0053707441188444,1.0638492612210448
2006-06-23,1.0,1.2241925899524078,1.0043176822762987,1.0636781429256221
2006-06-26,1.0,1.23031454704274,1.006950044332979,1.0683796928165064
2006-06-27,1.0,1.217648334510545,0.9879952822267759,1.0591481783560763
2006-06-28,1.0,1.2146928902883538,0.99536683214447,1.0663277677543639
2006-06-29,1.0,1.2564914882803753,1.0256409266242095,1.0878684974580712
2006-06-30,1.0,1.2925902664739641,1.0206391461668327,1.0879540566057826
2006-07-03,1.0,1.312645170091452,1.026693520387261,1.0923987422431665
2006-07-05,1.0,1.3194004941792647,1.0043176822762987,1.0861590892023234
2006-07-06,1.0,1.330377915954414,1.003264620433753,1.0893216018914176
2006-07-07,1.0,1.3221448697555058,0.992207529596959,1.0822268243993767
2006-07-10,1.0,1.3092675080475458,0.9835200912006087,1.0842787494615191
2006-07-11,1.0,1.3470551575279957,0.9908914070785556,1.089065391474199
2006-07-12,1.0,1.3704876426595745,0.9722004077674515,1.0774403691970629
2006-07-13,1.0,1.383787302719065,0.9558784757974231,1.0599173700388305
2006-07-14,1.0,1.3901203284553472,0.9461380340684639,1.0558146407767426
2006-07-17,1.0,1.3500106017501867,0.9485075694890339,1.0542757903853188
2006-07-18,1.0,1.3278446895539382,0.9516664039570504,1.059661253026795
2006-07-19,1.0,1.3516993925072323,0.9640396758221845,1.07436341565568
2006-07-20,1.0,1.320244929822695,0.9498236920074373,1.0670121475308714
2006-07-21,1.0,1.3027232526056831,0.9398201310926836,1.0594900413261892
2006-07-24,1.0,1.2906903265411533,0.9585109548739772,1.078808007887881
2006-07-25,1.0,1.2993455905617768,0.9640396758221845,1.082654339922384
2006-07-26,1.0,1.3088452902258305,0.9632493821058125,1.0841080047868288
2006-07-27,1.0,1.3278446895539382,0.9569317131697793,1.0830819488505745
2006-07-28,1.0,1.3322778558872248,0.9769391275489707,1.0939376860397734
2006-07-31,1.0,1.333333360176605,0.9766758913433027,1.0928257907402585
2006-08-01,1.0,1.3578214301273797,0.9603537838434639,1.0874411687454302
2006-08-02,1.0,1.3668989119697181,0.9711471118851586,1.0947919698443234
2006-08-03,1.0,1.3535994129698583,0.9772018956751444,1.0976986457369313
2006-08-04,1.0,1.3569769944839492,0.9727270557085981,1.0958176521598455
2006-08-07,1.0,1.3616213099930012,0.9664083335937026,1.093253399668449
2006-08-08,1.0,1.350432819571902,0.9603537838434639,1.089065391474199
2006-08-09,1.0,1.364365605039427,0.9616696723221201,1.085389523898837
2006-08-10,1.0,1.3352333001094159,0.9685149838682253,1.088723435098903
2006-08-11,1.0,1.3238336605125514,0.9616696723221201,1.0856461079367878
2006-08-14,1.0,1.3141228922025476,0.9679879848674581,1.0865009521724365
2006-08-15,1.0,1.3090563588717805,0.9924710583523111,1.0994936131403905
2006-08-16,1.0,1.3191894255333148,1.0159007774449342,1.1086395684531092
2006-08-17,1.0,1.2883681687866275,1.0195862013441606,1.1114603115772737
2006-08-18,1.0,1.2885793179623928,1.0211657355980424,1.117101891230785
2006-08-21,1.0,1.318133840714119,1.0114252353591462,1.1123150624077391
2006-08-22,1.0,1.309900794515211,1.011688296035004,1.1122295032600278
2006-08-23,1.0,1.3052565595359744,1.0040535684215786,1.1091523629082787
2006-08-24,1.0,1.3035676882491134,1.006950044332979,1.108212146335285
2006-08-25,1.0,1.3039899060708287,1.0087928733024658,1.109579785026103
2006-08-28,1.0,1.2877348823189623,1.0164274838960174,1.1148790346835862
2006-08-29,1.0,1.2864682288538167,1.0195862013441606,1.1161617680629745
2006-08-30,1.0,1.2966012149855357,1.0243249211256797,1.1168455874083836
2006-08-31,1.0,1.3149673278459781,1.023271508223513,1.1166742823025946
2006-09-01,1.0,1.3118007344480216,1.0287995270524788,1.123341264056079
2006-09-05,1.0,1.337555457863942,1.0388033220069797,1.1254784680503835
2006-09-06,1.0,1.3270002539105077,1.0180066670902785,1.1155631342445445
2006-09-07,1.0,1.2930124842956794,1.0132677132690122,1.1104343490462023
2006-09-08,1.0,1.2801351225877193,1.0193229066285556,1.1135969551404796
2006-09-11,1.0,1.2349588625517918,1.0256409266242095,1.1147086636296282
2006-09-12,1.0,1.2311589826861702,1.044595337670792,1.1256495863458063
2006-09-13,1.0,1.2374920889522676,1.0517030077735132,1.1301797377257183
2006-09-14,1.0,1.2073041992030609,1.0527557185564382,1.1302652034682465
2006-09-15,1.0,1.2117374460661627,1.0565228223274388,1.1329182842887624
2006-09-18,1.0,1.2292590427533594,1.0567863510827908,1.1344636730430027
2006-09-19,1.0,1.2016043794046285,1.049674117204999,1.1316299465983888
2006-09-20,1.0,1.2087819213141564,1.0649517638230017,1.1376401965095604
2006-09-21,1.0,1.2233481543089773,1.0583670555354086,1.1321453563986847
2006-09-22,1.0,1.2349588625517918,1.0502016427951975,1.1287115016527114
2006-09-25,1.0,1.2349588625517918,1.0686394110998265,1.1373822113938632
2006-09-26,1.0,1.240025395882559,1.073907762829269,1.1468263160510082
2006-09-27,1.0,1.2626135259005227,1.0725907041518767,1.1482001194839102
2006-09-28,1.0,1.2621913080788074,1.075487882182519,1.1477705490468748
2006-09-29,1.0,1.2554359839909948,1.0707469390234012,1.1468263160510082
2006-10-02,1.0,1.2486806599031823,1.0573132915736212,1.1425335072413303
2006-10-03,1.0,1.2056154084460153,1.0617910570370077,1.1449374764385425
2006-10-04,1.0,1.1899936711618142,1.0878683507698796,1.1583301918056754
2006-10-05,1.0,1.2016043794046285,1.093136468459575,1.1605625756815496
2006-10-06,1.0,1.2030821820455395,1.090765996880016,1.1591033065061194
2006-10-09,1.0,1.2075153483788261,1.0944530590574728,1.1597905818433027
2006-10-10,1.0,1.2032932506914893,1.0962968241859483,1.1613358771923596
2006-10-11,1.0,1.2007600242910135,1.0941901154014888,1.1599617001387255
2006-10-12,1.0,1.2136373859989735,1.1115747048436984,1.1700068671490609
2006-10-13,1.0,1.2364365846628873,1.1176329407199554,1.1730115250787312
2006-10-16,1.0,1.249102797195082,1.118687523820858,1.17481433851757
2006-10-17,1.0,1.238125455949748,1.106306587154003,1.1711232458973642
2006-10-18,1.0,1.2368588024846026,1.1010380013848131,1.1726677940049564
2006-10-19,1.0,1.2541693305258492,1.1036727038389658,1.1745571006433375
2006-10-20,1.0,1.240869750996174,1.106306587154003,1.17481433851757
2006-10-23,1.0,1.2193371252675904,1.1176329407199554,1.1802234326703682
2006-10-24,1.0,1.2279923892882139,1.109994117410954,1.1837430333744192
2006-10-25,1.0,1.2404475331744587,1.1176329407199554,1.1877783240943154
2006-10-26,1.0,1.2516361041253734,1.1279056473439941,1.1914698837404367
2006-10-27,1.0,1.2539582618798992,1.111837999559303,1.1840007382745672
2006-10-30,1.0,1.2645134658333335,1.118950467476842,1.1831417842108625
2006-10-31,1.0,1.2716910077428611,1.1215842337720057,1.1829701988895245
2006-11-01,1.0,1.2953346420502054,1.106306587154003,1.1749862040544574
2006-11-02,1.0,1.3071564189389697,1.1073601170760432,1.1742991155276403
2006-11-03,1.0,1.315178396491928,1.1044632901050218,1.1722387839990196
2006-11-06,1.0,1.3065231324713047,1.1205307038499654,1.1854603810707298
2006-11-07,1.0,1.309689725869261,1.128169527158967,1.1900104277546402
2006-11-08,1.0,1.2900570400734883,1.1334369427294206,1.1925854218420922
2006-11-09,1.0,1.3289001938433185,1.128169527158967,1.1863188681085188
2006-11-10,1.0,1.3191894255333148,1.1334369427294206,1.1868336240725332
2006-11-13,1.0,1.312856238737402,1.1450276441898404,1.1897526294493093
2006-11-14,1.0,1.3010344618486376,1.1571441159423546,1.1986814177113414
2006-11-15,1.0,1.3054676281819242,1.1618855271809667,1.2021151790521316
2006-11-16,1.0,1.294279137760825,1.1668899990954364,1.2052065169917106
2006-11-17,1.0,1.3042009747167786,1.1668899990954364,1.2055502480654852
2006-11-20,1.0,1.3039899060708287,1.169260821734616,1.2062365893508378
2006-11-21,1.0,1.3145451100242629,1.1708407070481186,1.2074386206520353
2006-11-22,1.0,1.3194004941792647,1.1782164696812625,1.2098424964440646
2006-11-24,1.0,1.340510902086133,1.1761087077179404,1.2049488120915626
2006-11-27,1.0,1.3447329997734696,1.149505409653227,1.1883789194215904
2006-11-28,1.0,1.3419886241972285,1.152929996254194,1.1935302152690574
2006-11-29,1.0,1.333333360176605,1.1608322312986736,1.2059790712610559
2006-11-30,1.0,1.3592991522384752,1.1600416450326176,1.2064942008458026
2006-12-01,1.0,1.3535994129698583,1.1500328182235517,1.2038325267484422
2006-12-04,1.0,1.3535994129698583,1.1658367032131434,1.2130191133158055
2006-12-05,1.0,1.3470551575279957,1.1700510569410514,1.2182561551213502
2006-12-06,1.0,1.323411442690836,1.1658367032131434,1.217226082762223
2006-12-07,1.0,1.3242558783342666,1.1510861141058446,1.2119032949986008
2006-12-08,1.0,1.309900794515211,1.1563541147756664,1.2141350250381935
2006-12-11,1.0,1.3208782162903603,1.160568585523448,1.2176552795785258
2006-12-12,1.0,1.3198227120009798,1.153719412321514,1.2167109531774762
2006-12-13,1.0,1.3189782763575495,1.155827174284836,1.217998263410836
2006-12-14,1.0,1.3113785166263066,1.168733764223912,1.2287301453272563
2006-12-15,1.0,1.2877348823189623,1.1717404728562457,1.2288424183573317
2006-12-18,1.0,1.2885793179623928,1.160136782189856,1.2254758153431837
2006-12-19,1.0,1.304623192538494,1.156444805177708,1.2278061812561203
2006-12-20,1.0,1.3008233126728723,1.15222460045612,1.2271157301427118
2006-12-21,1.0,1.2957568598719205,1.1440487729471585,1.2226265836381767
2006-12-22,1.0,1.3014566796703528,1.1321810854459224,1.215116339891747
2006-12-26,1.0,1.3084230724041153,1.1369285817179617,1.2222812646762895
2006-12-27,1.0,1.3134896057348824,1.1427304270511565,1.230310187404423
2006-12-28,1.0,1.3278446895539382,1.137192344513061,1.2277197814617613
2006-12-29,1.0,1.3343888644659854,1.13824681059409,1.2226265836381767
2007-01-03,1.0,1.3147561786702127,1.1403570299747576,1.2204679898569444
2007-01-04,1.0,1.3014566796703528,1.1619828877158036,1.223057928773691
2007-01-05,1.0,1.2702132051019503,1.156444805177708,1.213302037615388
2007-01-08,1.0,1.276757460543813,1.1572355084636379,1.2189145682569584
2007-01-09,1.0,1.284568288921006,1.16303758783658,1.2178780509401979
2007-01-10,1.0,1.279079618298339,1.176751497883637,1.2219357589040358
2007-01-11,1.0,1.2799240539417693,1.1888827141402252,1.227288436326247
2007-01-12,1.0,1.3124340209156868,1.1949485563082665,1.2366121417023879
2007-01-16,1.0,1.3082120037581655,1.194157150903095,1.234195189184726
2007-01-17,1.0,1.3223559384014558,1.1843993317229058,1.2347131209249653
2007-01-18,1.0,1.3143339608484976,1.1625101792662549,1.230568826356402
2007-01-19,1.0,1.3299556981326988,1.1648836933625275,1.2329863393051625
2007-01-22,1.0,1.3240448096883166,1.15222460045612,1.2291874571036696
2007-01-23,1.0,1.3559215707243841,1.1493240288491435,1.2328140067423596
2007-01-24,1.0,1.358032579303145,1.168311907579576,1.2427415766271837
2007-01-25,1.0,1.3523326789748973,1.1532794175967698,1.2281515936231908
2007-01-26,1.0,1.3546548367294233,1.1490597979745498,1.2270292369431697
2007-01-29,1.0,1.3462107218845651,1.1501148491549469,1.2263388792349443
2007-01-30,1.0,1.3557104215486189,1.1506421407053982,1.2327272333272683
2007-01-31,1.0,1.368587783256579,1.1622468845506502,1.2410152620332964
2007-02-01,1.0,1.3768208294554871,1.1604006620048288,1.248439386200916
2007-02-02,1.0,1.3569769944839492,1.1646198135475545,1.2501664480362682
2007-02-05,1.0,1.3576102809516144,1.1635649964069048,1.2505116735929724
2007-02-06,1.0,1.3677433476131486,1.1619828877158036,1.2508569925548596
2007-02-07,1.0,1.364365605039427,1.172531878261417,1.253620104681057
2007-02-08,1.0,1.3831538551917693,1.1722676473868234,1.2519793492348807
2007-02-09,1.0,1.3958202287835948,1.1572355084636379,1.2426553636431907
2007-02-12,1.0,1.3863204485897256,1.1527523600860659,1.2384251363061838
2007-02-13,1.0,1.389909179279582,1.1567084509529337,1.248871665388261
2007-02-14,1.0,1.4010978307603117,1.1762242063331858,1.2570729206791977
2007-02-15,1.0,1.4019422664037422,1.1830808688070305,1.2587133025046413
2007-02-16,1.0,1.4008866815845464,1.179125128999783,1.2581089709700428
2007-02-20,1.0,1.3787206888584826,1.1880916597946747,1.260785122870782
2007-02-21,1.0,1.4217859403156494,1.191784104886317,1.2602673779409088
2007-02-22,1.0,1.417563923158128,1.1978494789748637,1.2593176340392398
2007-02-23,1.0,1.4295968492226578,1.1936298593526438,1.2543964885629089
2007-02-26,1.0,1.4376187462458008,1.1878277799797017,1.253274318693254
2007-02-27,1.0,1.380831858496874,1.1390379819595142,1.20432411822705
2007-02-28,1.0,1.4034199885148377,1.1427304270511565,1.2166692944658177
2007-03-01,1.0,1.389487041987682,1.137455873268413,1.2130434920685922
2007-03-02,1.0,1.3449440684194196,1.1203137490043071,1.1971588198217755
2007-03-05,1.0,1.3284779760216032,1.1116105129250207,1.1857631072691277
2007-03-06,1.0,1.3542326994375233,1.130071334144749,1.206050993252036
2007-03-07,1.0,1.3573992928354797,1.1255883027870506,1.2048422367776557
2007-03-08,1.0,1.3611991727011012,1.133236838745561,1.2150297532870218
2007-03-09,1.0,1.3563437080162841,1.1321810854459224,1.2153748854385429
2007-03-12,1.0,1.3588770149465754,1.1395656245695862,1.2171876932319725
2007-03-13,1.0,1.3451552175951849,1.117412475278089,1.193532830614184
2007-03-14,1.0,1.3497994525744215,1.133763662216518,1.2024250040444444
2007-03-15,1.0,1.3506438882178518,1.131126151285399,1.2040650122491556
2007-03-16,1.0,1.3641546169232923,1.1302559915052934,1.200693458760304
2007-03-19,1.0,1.3666877627939529,1.1418671714435935,1.2151681797683627
2007-03-20,1.0,1.3778762532150521,1.15004803080712,1.2218417932898464
2007-03-21,1.0,1.389487041987682,1.1722144033443345,1.2419504347264032
2007-03-22,1.0,1.3882204690523516,1.1679926773643894,1.2409971414277767
2007-03-23,1.0,1.3753431073443916,1.1642980088951487,1.2428170480151213
2007-03-26,1.0,1.389909179279582,1.16904784556466,1.241170034421678
2007-03-27,1.0,1.3869537350573908,1.1608675713005014,1.2382237547314396
2007-03-28,1.0,1.3943425066724993,1.148464400857662,1.229209313916513
2007-03-29,1.0,1.3858983112978258,1.1497836829126526,1.2305093272547731
2007-03-30,1.0,1.3877981707008211,1.1487282806726349,1.2307697409052307
2007-04-02,1.0,1.3901203284553472,1.1503117936022194,1.2321562474430332
2007-04-03,1.0,1.3896981911634472,1.1653534111351664,1.2454173549071907
2007-04-04,1.0,1.410386300718785,1.170103247804678,1.2468049823071903
2007-04-05,1.0,1.4114418855379807,1.1759094228731959,1.2501844752366047
